filename	AC Accuracy V0	DICE V0	ER V0	Jaccard V0	SE Sensitivity V0	SP Specificity V0	
ISIC_0010261	0.9761988322	0.9075946368	0.02380116781	0.8308222088	0.8679268442	0.993049443	
ISIC_0010326	0.8185170492	0.6543878342	0.1814829508	0.4863123646	0.4879843981	0.9981316555	
ISIC_0010331	0.7289937337	0.7737595564	0.2710062663	0.6310014976	0.6336630393	0.9885172265	
ISIC_0010336	0.9373728434	0.8769130804	0.06262715658	0.7808060669	0.7840967495	0.9983240889	
ISIC_0010340	0.9870287577	0.9784071546	0.01297124227	0.9577271013	0.9961080103	0.98322923	
ISIC_0010346	0.9052899679	0.8068452049	0.09471003215	0.6762284393	0.6762284393	1.0	
ISIC_0010347	0.858707428	0.5922835599	0.141292572	0.4207406712	0.4207406712	1.0	
ISIC_0010348	0.8105010986	0.479265378	0.1894989014	0.3151538546	0.3151538546	1.0	
ISIC_0010360	0.8861465454	0.7702975885	0.1138534546	0.6264097568	0.6264097568	1.0	
ISIC_0010368	0.987071991	0.9618646452	0.01292800903	0.9265310547	0.9265310547	1.0	
ISIC_0010369	0.5691960653	0.6142166776	0.4308039347	0.4432270671	0.444662989	0.9890769008	
ISIC_0010373	0.8931808472	0.7036637247	0.1068191528	0.5428095611	0.5428095611	1.0	
ISIC_0010374	0.9415524801	0.9344053383	0.05844751994	0.8768862795	0.9732394743	0.9178674832	
